CustomerID,Name,Age,Gender,Email,Phone,PurchaseAmount,PurchaseDate,ProductCategory,Rating,Months
CUST1048,Mark Smith,81.0,Female,mark.smith@yahoo.com,Missing,309.4,2024-02-05,Clothing,4.17379077615298,February
CUST1049,Fatma Mahmoud,54.0,Male,fatma.mahmoud@yahoo.com,Missing,500.24,2023-02-13,No Category Selected,4.0,February
CUST1050,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@gmail.com,Missing,93.1,2022-11-18,Clothing,5.0,November
CUST1051,Ali Smith,54.0,Male,ali.smith@yahoo.com,Missing,968.44,2024-07-01,Home,2.0,July
CUST1052,Sara Ali,54.0,Female,sara.ali@gmail.com,Missing,521.87,2024-11-07,No Category Selected,2.0,November
CUST1053,Mark Mahmoud,54.0,Female,mark.mahmoud@hotmail.com,Missing,678.65,2024-05-30,Home,1.0,May
CUST1054,Ali Hassan,54.0,Male,ali.hassan@yahoo.com,Missing,639.4,2023-07-21,Electronics,,July
CUST1055,Sara Hassan,54.0,Male,sara.hassan@yahoo.com,Available,887.67,2024-11-17,Books,1.0,November
CUST1056,John Mahmoud,54.0,Male,john.mahmoud@gmail.com,Missing,346.31,2025-01-02,Toys,3.0,January
CUST1057,Mark Ibrahim,29.0,Female,mark.ibrahim@hotmail.com,Missing,924.82,2024-05-09,Home,,May
CUST1058,Alaa Ali,54.0,Male,alaa.ali@hotmail.com,Available,382.76,2023-09-25,Electronics,,September
CUST1059,Ali Mahmoud,54.0,Female,ali.mahmoud@yahoo.com,Missing,847.9,2025-01-28,Electronics,5.0,January
CUST1060,Sara Gaber,54.0,Male,sara.gaber@gmail.com,Available,72.75,2024-11-21,Electronics,,November
CUST1061,Ali Gaber,54.0,Male,ali.gaber@hotmail.com,Available,538.83,2025-03-29,Toys,5.0,March
CUST1062,Fatma Gaber,54.0,Female,fatma.gaber@hotmail.com,Missing,462.04,2024-09-26,Clothing,2.0,September
CUST1063,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@yahoo.com,Available,665.71,2024-12-22,Electronics,,December
CUST1064,Sara Ali,54.0,Male,sara.ali@hotmail.com,Missing,627.16,2023-11-24,Clothing,5.0,November
CUST1065,John Ali,83.0,Female,john.ali@hotmail.com,Missing,326.42,2024-03-10,No Category Selected,5.0,March
CUST1066,Sara Mahmoud,54.0,Male,sara.mahmoud@hotmail.com,Available,600.8,2023-10-10,Books,3.0,October
CUST1067,Sara Gaber,54.0,Male,sara.gaber@yahoo.com,Available,85.14,,Clothing,,
CUST1068,Ali Hassan,54.0,Female,ali.hassan@gmail.com,Missing,336.17,2024-08-11,Home,1.0,August
CUST1069,Sara Hassan,54.0,Female,sara.hassan@yahoo.com,Available,338.8,2024-07-02,Clothing,5.0,July
CUST1070,Mark Mahmoud,81.0,Female,mark.mahmoud@gmail.com,Missing,330.97,2024-08-30,Clothing,2.0,August
CUST1071,Fatma Ibrahim,62.0,Female,fatma.ibrahim@yahoo.com,Available,642.53,2024-05-20,Clothing,4.0,May
CUST1072,Lina Mahmoud,54.0,Female,lina.mahmoud@gmail.com,Missing,624.57,2025-01-31,Electronics,5.0,January
CUST1073,Ali Ali,54.0,Male,ali.ali@gmail.com,Missing,140.28,2024-06-21,Books,5.0,June
CUST1074,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@yahoo.com,Available,434.82,2023-01-11,Home,,January
CUST1075,Mark Ibrahim,54.0,Female,mark.ibrahim@yahoo.com,Missing,991.85,2025-06-07,Clothing,1.0,June
CUST1076,Fatma Smith,54.0,Female,fatma.smith@hotmail.com,Available,95.42,2025-04-24,Toys,3.0,April
CUST1077,Mark Mahmoud,54.0,Female,mark.mahmoud@yahoo.com,Missing,384.79,2023-05-31,Clothing,5.0,May
CUST1078,Ali Ibrahim,54.0,Male,ali.ibrahim@yahoo.com,Missing,580.82,2023-04-13,No Category Selected,5.0,April
CUST1079,Mark Smith,54.0,Female,mark.smith@yahoo.com,Missing,356.65,2024-03-13,Clothing,2.0,March
CUST1080,Sara Gaber,73.0,Male,sara.gaber@gmail.com,Available,979.66,2025-06-10,Home,4.17379077615298,June
CUST1081,Lina Ibrahim,54.0,Male,lina.ibrahim@hotmail.com,Available,416.05,2022-10-28,No Category Selected,1.0,October
CUST1082,Ali Mahmoud,54.0,Male,ali.mahmoud@yahoo.com,Missing,424.64,2025-01-24,Electronics,4.17379077615298,January
CUST1083,Ali Hassan,54.0,Male,ali.hassan@yahoo.com,Missing,141.87,2022-11-24,No Category Selected,4.17379077615298,November
CUST1084,John Smith,54.0,Female,john.smith@yahoo.com,Missing,58.44,2025-04-24,Home,1.0,April
CUST1085,Ali Gaber,54.0,Male,ali.gaber@yahoo.com,Missing,458.49,2025-07-17,No Category Selected,4.17379077615298,July
CUST1086,Fatma Hassan,54.0,Female,fatma.hassan@hotmail.com,Available,693.15,2024-08-26,Clothing,4.0,August
CUST1087,Sara Gaber,41.0,Female,sara.gaber@gmail.com,Missing,467.33,2024-02-13,No Category Selected,4.0,February
CUST1088,Lina Hassan,54.0,Male,lina.hassan@gmail.com,Available,216.88,2024-05-13,Electronics,3.0,May
CUST1089,Alaa Gaber,54.0,Female,alaa.gaber@hotmail.com,Missing,349.65,2022-10-31,Toys,1.0,October
CUST1090,Ali Mahmoud,54.0,Male,ali.mahmoud@yahoo.com,Available,143.28,2025-06-25,Clothing,1.0,June
CUST1091,Sara Hassan,54.0,Female,sara.hassan@hotmail.com,Missing,753.92,2023-02-19,Books,3.0,February
CUST1092,John Ali,54.0,Female,john.ali@gmail.com,Available,771.55,2023-09-07,No Category Selected,4.17379077615298,September
CUST1093,Fatma Ibrahim,54.0,Male,fatma.ibrahim@gmail.com,Missing,558.24,2023-07-23,Electronics,1.0,July
CUST1094,Fatma Smith,54.0,Male,fatma.smith@gmail.com,Missing,883.32,2023-07-06,No Category Selected,,July
CUST1095,Lina Ali,31.0,Male,lina.ali@gmail.com,Available,989.5,2025-06-14,Clothing,5.0,June
CUST1096,Ahmed Smith,54.0,Male,ahmed.smith@gmail.com,Available,179.9,2025-04-14,Home,4.0,April
CUST1097,Sara Ali,54.0,Male,sara.ali@yahoo.com,Missing,290.07,2023-06-14,Home,,June
CUST1098,Alaa Hassan,54.0,Female,alaa.hassan@hotmail.com,Available,951.65,2023-08-13,Toys,2.0,August
CUST1099,Mark Ibrahim,54.0,Female,mark.ibrahim@gmail.com,Available,402.26,2024-02-03,Clothing,2.0,February
CUST1100,Sara Ali,54.0,Male,sara.ali@gmail.com,Available,438.21,,No Category Selected,3.0,
CUST1101,Ali Mahmoud,54.0,Female,ali.mahmoud@hotmail.com,Available,502.86,2023-11-08,No Category Selected,1.0,November
CUST1102,Ali Smith,54.0,Male,ali.smith@yahoo.com,Available,76.21,2024-12-23,Electronics,5.0,December
CUST1103,Mark Mahmoud,54.0,Male,mark.mahmoud@yahoo.com,Missing,35.01,2025-04-23,Clothing,2.0,April
CUST1104,Ali Hassan,54.0,Male,ali.hassan@gmail.com,Missing,392.66,2024-04-04,Home,,April
CUST1105,Sara Ibrahim,54.0,Female,sara.ibrahim@gmail.com,Available,530.59,2025-05-23,Clothing,,May
CUST1106,Ali Gaber,54.0,Male,ali.gaber@hotmail.com,Available,361.23,2024-01-02,Toys,2.0,January
CUST1107,Lina Ibrahim,54.0,Female,lina.ibrahim@gmail.com,Missing,654.55,2024-03-29,No Category Selected,3.0,March
CUST1108,Mark Ibrahim,54.0,Female,mark.ibrahim@gmail.com,Available,380.2,2023-07-09,Books,2.0,July
CUST1109,Ali Hassan,54.0,Female,ali.hassan@yahoo.com,Available,586.24,2025-04-27,Electronics,,April
CUST1110,Alaa Mahmoud,54.0,Male,alaa.mahmoud@hotmail.com,Missing,524.98,2023-03-14,Home,,March
CUST1111,Ali Mahmoud,54.0,Female,ali.mahmoud@yahoo.com,Missing,237.89,2023-07-13,Home,3.0,July
CUST1112,Alaa Mahmoud,54.0,Female,alaa.mahmoud@yahoo.com,Available,519.25,2024-07-06,No Category Selected,4.0,July
CUST1113,Mark Smith,54.0,Female,mark.smith@gmail.com,Available,440.41,2022-11-28,No Category Selected,1.0,November
CUST1114,Sara Mahmoud,54.0,Male,sara.mahmoud@yahoo.com,Available,490.23,2023-12-21,Toys,2.0,December
CUST1115,John Ali,54.0,Male,john.ali@hotmail.com,Missing,12.52,2024-06-02,Clothing,4.0,June
CUST1116,Sara Gaber,54.0,Female,sara.gaber@gmail.com,Available,500.41,2024-10-23,Clothing,3.0,October
CUST1117,Ali Hassan,54.0,Male,ali.hassan@yahoo.com,Missing,71.93,2022-11-22,No Category Selected,,November
CUST1118,Alaa Mahmoud,54.0,Male,alaa.mahmoud@gmail.com,Available,287.82,,No Category Selected,4.17379077615298,
CUST1119,Ali Mahmoud,54.0,Male,ali.mahmoud@yahoo.com,Available,259.98,,Electronics,,
CUST1120,Ali Mahmoud,54.0,Female,ali.mahmoud@gmail.com,Missing,741.43,2024-09-07,No Category Selected,4.0,September
CUST1121,Fatma Mahmoud,54.0,Female,fatma.mahmoud@yahoo.com,Missing,373.22,2024-11-04,Electronics,,November
CUST1122,Mark Ali,54.0,Female,mark.ali@hotmail.com,Available,548.34,2024-06-25,Books,4.0,June
CUST1123,Fatma Ibrahim,54.0,Male,fatma.ibrahim@gmail.com,Missing,80.53,2023-08-03,Toys,4.0,August
CUST1124,Ahmed Mahmoud,44.0,Male,ahmed.mahmoud@gmail.com,Missing,927.77,2024-05-25,Toys,5.0,May
CUST1125,John Gaber,54.0,Female,john.gaber@yahoo.com,Missing,520.22,2023-04-19,Toys,4.17379077615298,April
CUST1126,Fatma Gaber,54.0,Female,fatma.gaber@gmail.com,Missing,257.81,2023-06-02,No Category Selected,4.0,June
CUST1127,Ali Smith,54.0,Male,ali.smith@gmail.com,Missing,411.02,2022-10-28,No Category Selected,4.17379077615298,October
CUST1128,Fatma Gaber,54.0,Female,fatma.gaber@gmail.com,Available,430.01,2024-02-27,Books,3.0,February
CUST1129,Fatma Ibrahim,40.0,Male,fatma.ibrahim@gmail.com,Available,958.06,2024-06-25,Clothing,2.0,June
CUST1130,Sara Ali,54.0,Female,sara.ali@hotmail.com,Missing,89.27,2024-10-08,No Category Selected,5.0,October
CUST1131,Sara Gaber,54.0,Male,sara.gaber@yahoo.com,Missing,950.64,2025-03-08,Home,5.0,March
CUST1132,John Ali,54.0,Male,john.ali@gmail.com,Missing,7.36,2025-01-15,Clothing,2.0,January
CUST1133,Alaa Mahmoud,54.0,Female,alaa.mahmoud@hotmail.com,Missing,456.98,2024-08-22,Clothing,4.17379077615298,August
CUST1134,Sara Ali,54.0,Female,sara.ali@gmail.com,Missing,979.32,2024-08-09,Toys,1.0,August
CUST1135,Ali Smith,54.0,Male,ali.smith@hotmail.com,Available,320.92,2025-02-20,Home,4.0,February
CUST1136,Alaa Hassan,54.0,Female,alaa.hassan@gmail.com,Available,615.09,2025-01-25,Toys,3.0,January
CUST1137,Alaa Ali,54.0,Female,alaa.ali@yahoo.com,Available,755.4,2025-03-03,No Category Selected,2.0,March
CUST1138,Fatma Ibrahim,79.0,Male,fatma.ibrahim@yahoo.com,Available,509.8973789316026,2025-05-16,Electronics,3.0,May
CUST1139,Fatma Gaber,35.0,Male,fatma.gaber@gmail.com,Available,5.57,2024-08-29,Books,,August
CUST1140,Sara Hassan,53.0,Male,sara.hassan@yahoo.com,Missing,415.28,,Books,,
CUST1141,Ali Mahmoud,54.0,Female,ali.mahmoud@yahoo.com,Missing,362.53,2025-04-12,Toys,1.0,April
CUST1142,Ahmed Hassan,79.0,Male,ahmed.hassan@gmail.com,Missing,924.96,2024-04-21,Clothing,3.0,April
CUST1143,Alaa Mahmoud,54.0,Male,alaa.mahmoud@hotmail.com,Available,663.01,2024-08-26,Clothing,3.0,August
CUST1144,Ahmed Smith,54.0,Male,ahmed.smith@gmail.com,Available,316.02,2023-01-14,Home,3.0,January
CUST1145,John Mahmoud,54.0,Female,john.mahmoud@yahoo.com,Available,756.48,2023-06-08,Electronics,4.0,June
CUST1146,Alaa Smith,54.0,Female,alaa.smith@hotmail.com,Available,891.17,2023-04-28,Books,4.0,April
CUST1147,Fatma Hassan,54.0,Male,fatma.hassan@hotmail.com,Available,749.79,2025-07-11,Books,5.0,July
CUST1148,Mark Gaber,54.0,Male,mark.gaber@gmail.com,Missing,323.94,2023-09-17,No Category Selected,2.0,September
CUST1149,Lina Ali,54.0,Female,lina.ali@hotmail.com,Missing,232.81,2023-07-04,Electronics,,July
CUST1150,Sara Ali,54.0,Male,sara.ali@gmail.com,Available,341.99,2024-06-13,Electronics,5.0,June
CUST1151,Lina Ibrahim,54.0,Male,lina.ibrahim@hotmail.com,Missing,251.62,2025-03-27,Home,4.17379077615298,March
CUST1152,Alaa Hassan,54.0,Female,alaa.hassan@gmail.com,Available,660.14,2024-09-20,Electronics,,September
CUST1153,Ali Smith,54.0,Male,ali.smith@gmail.com,Missing,656.09,2024-07-26,Home,2.0,July
CUST1154,John Gaber,54.0,Male,john.gaber@yahoo.com,Available,891.14,2024-02-18,Clothing,1.0,February
CUST1155,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@hotmail.com,Missing,65.06,2022-12-29,No Category Selected,4.17379077615298,December
CUST1156,Ali Ali,54.0,Male,ali.ali@yahoo.com,Missing,354.43,2023-09-23,No Category Selected,3.0,September
CUST1157,Ahmed Ali,89.0,Female,ahmed.ali@hotmail.com,Missing,660.07,2023-04-21,Toys,1.0,April
CUST1158,Lina Gaber,54.0,Male,lina.gaber@yahoo.com,Missing,916.59,2024-12-20,Home,4.0,December
CUST1159,Fatma Ibrahim,54.0,Female,fatma.ibrahim@hotmail.com,Missing,629.77,2025-04-22,Toys,2.0,April
CUST1160,Ahmed Gaber,54.0,Male,ahmed.gaber@yahoo.com,Missing,839.25,2023-12-19,Books,4.17379077615298,December
CUST1161,Mark Ibrahim,54.0,Female,mark.ibrahim@hotmail.com,Available,647.76,2023-12-01,No Category Selected,5.0,December
CUST1162,Fatma Gaber,54.0,Male,fatma.gaber@yahoo.com,Missing,249.85,2023-07-01,Home,5.0,July
CUST1163,Lina Ibrahim,54.0,Female,lina.ibrahim@hotmail.com,Available,340.52,,Electronics,3.0,
CUST1164,Ahmed Mahmoud,54.0,Male,ahmed.mahmoud@yahoo.com,Available,902.48,2023-10-14,Clothing,1.0,October
CUST1165,Sara Ali,54.0,Male,sara.ali@hotmail.com,Missing,382.67,2024-01-29,Home,4.17379077615298,January
CUST1166,Ali Hassan,54.0,Male,ali.hassan@hotmail.com,Available,653.73,2024-02-10,Clothing,2.0,February
CUST1167,Ali Smith,54.0,Female,ali.smith@hotmail.com,Missing,972.88,2023-10-14,Home,4.0,October
CUST1168,Ali Mahmoud,54.0,Female,ali.mahmoud@yahoo.com,Missing,835.86,,Clothing,4.0,
CUST1169,Fatma Ibrahim,54.0,Female,fatma.ibrahim@hotmail.com,Available,641.96,2024-06-13,No Category Selected,1.0,June
CUST1170,John Smith,54.0,Male,john.smith@hotmail.com,Available,307.77,2025-03-29,No Category Selected,4.0,March
CUST1171,Fatma Smith,87.0,Male,fatma.smith@yahoo.com,Available,867.78,,Clothing,3.0,
CUST1172,Fatma Gaber,54.0,Male,fatma.gaber@yahoo.com,Missing,198.0,2025-07-04,No Category Selected,3.0,July
CUST1173,Alaa Hassan,54.0,Female,alaa.hassan@hotmail.com,Missing,685.55,2024-10-30,Home,4.17379077615298,October
CUST1174,Alaa Smith,54.0,Female,alaa.smith@yahoo.com,Available,592.21,,Toys,2.0,
CUST1175,Alaa Smith,54.0,Female,alaa.smith@yahoo.com,Missing,583.35,2023-12-16,No Category Selected,2.0,December
CUST1176,Mark Mahmoud,54.0,Male,mark.mahmoud@gmail.com,Missing,65.43,2024-03-06,Toys,2.0,March
CUST1177,John Ali,54.0,Female,john.ali@hotmail.com,Available,563.54,2025-04-14,Toys,5.0,April
CUST1178,John Smith,54.0,Male,john.smith@yahoo.com,Missing,566.84,2023-07-05,No Category Selected,2.0,July
CUST1179,Fatma Hassan,54.0,Male,fatma.hassan@hotmail.com,Missing,338.73,2025-06-08,Home,4.0,June
CUST1180,Ali Ali,54.0,Male,ali.ali@hotmail.com,Missing,153.08,2025-05-16,Books,,May
CUST1181,John Gaber,54.0,Female,john.gaber@yahoo.com,Available,203.2,2024-07-27,Books,1.0,July
CUST1182,Lina Hassan,54.0,Male,lina.hassan@gmail.com,Missing,173.4,2024-06-25,Home,3.0,June
CUST1183,John Hassan,30.0,Female,john.hassan@gmail.com,Missing,957.09,,Toys,1.0,
CUST1184,John Gaber,54.0,Male,john.gaber@hotmail.com,Available,39.61,2022-10-31,Clothing,1.0,October
CUST1185,Lina Gaber,54.0,Male,lina.gaber@hotmail.com,Missing,467.64,2025-01-04,Electronics,3.0,January
CUST1186,Mark Hassan,54.0,Male,mark.hassan@gmail.com,Available,879.07,2023-11-06,Toys,3.0,November
CUST1187,Alaa Gaber,54.0,Male,alaa.gaber@yahoo.com,Missing,739.06,2024-12-18,Electronics,2.0,December
CUST1188,Ali Gaber,54.0,Male,ali.gaber@yahoo.com,Available,337.71,2024-05-12,No Category Selected,5.0,May
CUST1189,Fatma Gaber,54.0,Female,fatma.gaber@yahoo.com,Missing,211.5,2024-05-24,Electronics,5.0,May
CUST1190,Lina Mahmoud,54.0,Male,lina.mahmoud@yahoo.com,Available,546.44,2022-10-30,Home,3.0,October
CUST1191,Ahmed Hassan,54.0,Male,ahmed.hassan@hotmail.com,Available,802.26,2025-03-17,Clothing,3.0,March
CUST1192,Ahmed Smith,54.0,Male,ahmed.smith@hotmail.com,Available,464.5,,Clothing,,
CUST1193,John Hassan,54.0,Male,john.hassan@gmail.com,Missing,293.42,2023-11-12,No Category Selected,5.0,November
CUST1194,Lina Gaber,23.0,Male,lina.gaber@gmail.com,Available,584.56,,Books,,
CUST1195,Fatma Hassan,84.0,Male,fatma.hassan@yahoo.com,Missing,449.45,2023-03-18,Electronics,4.17379077615298,March
CUST1196,Ali Gaber,54.0,Male,ali.gaber@yahoo.com,Available,647.39,2025-01-10,Electronics,4.0,January
CUST1197,John Hassan,54.0,Female,john.hassan@hotmail.com,Missing,225.1,2025-07-16,No Category Selected,5.0,July
CUST1198,Ahmed Ali,26.0,Male,ahmed.ali@hotmail.com,Missing,509.8973789316026,2023-11-04,Clothing,,November
CUST1199,Alaa Gaber,54.0,Female,alaa.gaber@hotmail.com,Available,616.2,2023-05-04,Books,4.0,May
CUST1200,Ali Ali,54.0,Female,ali.ali@hotmail.com,Available,538.75,2023-06-14,Toys,4.17379077615298,June
CUST1201,Fatma Mahmoud,54.0,Male,fatma.mahmoud@gmail.com,Missing,193.47,2025-04-06,No Category Selected,,April
CUST1202,Sara Ibrahim,54.0,Male,sara.ibrahim@hotmail.com,Missing,45.36,2023-08-13,No Category Selected,1.0,August
CUST1203,Ali Gaber,54.0,Male,ali.gaber@yahoo.com,Available,736.35,2023-10-05,Home,,October
CUST1204,Fatma Mahmoud,36.0,Male,fatma.mahmoud@gmail.com,Available,273.43,2023-09-26,Toys,5.0,September
CUST1205,John Hassan,23.0,Male,john.hassan@yahoo.com,Available,509.8973789316026,2023-11-27,Home,,November
CUST1206,Alaa Mahmoud,54.0,Male,alaa.mahmoud@gmail.com,Missing,689.79,2025-06-08,Toys,3.0,June
CUST1207,Ahmed Ali,54.0,Male,ahmed.ali@hotmail.com,Available,877.79,2022-11-23,Home,5.0,November
CUST1208,Fatma Hassan,54.0,Male,fatma.hassan@yahoo.com,Missing,179.63,2023-02-02,Electronics,4.17379077615298,February
CUST1209,Alaa Smith,54.0,Male,alaa.smith@hotmail.com,Available,87.22,2023-04-19,Books,4.17379077615298,April
CUST1210,Fatma Ibrahim,79.0,Male,fatma.ibrahim@yahoo.com,Missing,688.98,2024-11-28,Toys,2.0,November
CUST1211,Fatma Mahmoud,54.0,Male,fatma.mahmoud@gmail.com,Missing,545.4,2023-11-08,Electronics,4.17379077615298,November
CUST1212,Sara Ibrahim,54.0,Male,sara.ibrahim@hotmail.com,Available,859.82,2025-06-22,Toys,5.0,June
CUST1213,Ahmed Ibrahim,54.0,Male,ahmed.ibrahim@hotmail.com,Available,740.96,2023-03-01,No Category Selected,3.0,March
CUST1214,Lina Hassan,54.0,Female,lina.hassan@gmail.com,Missing,240.1,2023-07-14,Home,1.0,July
CUST1215,Ali Hassan,90.0,Male,ali.hassan@gmail.com,Available,81.5,2025-04-23,No Category Selected,2.0,April
CUST1216,John Mahmoud,54.0,Male,john.mahmoud@hotmail.com,Missing,325.06,2024-12-08,No Category Selected,4.17379077615298,December
CUST1217,Alaa Smith,54.0,Male,alaa.smith@gmail.com,Available,272.24,2024-04-16,Toys,3.0,April
CUST1218,Sara Gaber,54.0,Male,sara.gaber@yahoo.com,Missing,44.14,,Clothing,4.17379077615298,
CUST1219,Ali Smith,54.0,Male,ali.smith@hotmail.com,Missing,70.94,2025-03-07,Clothing,4.17379077615298,March
CUST1220,Sara Hassan,67.0,Female,sara.hassan@yahoo.com,Available,350.38,2023-02-17,No Category Selected,1.0,February
CUST1221,Alaa Smith,33.0,Female,alaa.smith@gmail.com,Missing,836.95,2023-12-10,Clothing,4.17379077615298,December
CUST1222,Fatma Smith,54.0,Male,fatma.smith@gmail.com,Available,505.89,2025-03-01,No Category Selected,4.17379077615298,March
CUST1223,Fatma Mahmoud,83.0,Male,fatma.mahmoud@gmail.com,Missing,917.86,2023-03-01,Books,2.0,March
CUST1224,Lina Ibrahim,67.0,Male,lina.ibrahim@yahoo.com,Missing,321.98,2024-07-10,Electronics,4.0,July
CUST1225,Sara Hassan,54.0,Female,sara.hassan@gmail.com,Missing,509.8973789316026,2023-03-11,No Category Selected,2.0,March
